trial,workload_id,memory_mb,arrival_time,completion_time,turnaround_time,status
0,job_1,1024,0.002052783966064453,2.0341928005218506,2.032140016555786,success
0,job_2,1024,0.5052332878112793,2.5360636711120605,2.0308303833007812,success
0,job_3,1024,1.0053746700286865,3.0444865226745605,2.039111852645874,success
0,job_4,1024,1.507049322128296,3.5858521461486816,2.0788028240203857,success
1,job_1,1024,0.0003533363342285156,2.0310254096984863,2.030672073364258,success
1,job_2,1024,0.5003631114959717,2.5607681274414062,2.0604050159454346,success
1,job_3,1024,1.000864028930664,3.0745325088500977,2.0736684799194336,success
1,job_4,1024,1.503854513168335,3.5790579319000244,2.0752034187316895,success
2,job_1,1024,0.00022864341735839844,2.035740852355957,2.0355122089385986,success
2,job_2,1024,0.5025553703308105,2.5416154861450195,2.039060115814209,success
2,job_3,1024,1.0021796226501465,3.0620739459991455,2.059894323348999,success
2,job_4,1024,1.503678560256958,3.5690536499023438,2.0653750896453857,success
3,job_1,1024,0.0004146099090576172,2.11718487739563,2.1167702674865723,success
3,job_2,1024,0.5007948875427246,2.5110559463500977,2.010261058807373,success
3,job_3,1024,1.0008792877197266,3.0784263610839844,2.077547073364258,success
3,job_4,1024,1.5081720352172852,3.607954263687134,2.0997822284698486,success
4,job_1,1024,0.00046944618225097656,2.0315613746643066,2.0310919284820557,success
4,job_2,1024,0.5004065036773682,2.5614097118377686,2.0610032081604004,success
4,job_3,1024,1.0013976097106934,3.038200855255127,2.0368032455444336,success
4,job_4,1024,1.5009713172912598,3.5756282806396484,2.0746569633483887,success
5,job_1,1024,0.00043487548828125,2.035945177078247,2.035510301589966,success
5,job_2,1024,0.5010688304901123,2.569941997528076,2.068873167037964,success
5,job_3,1024,1.0049591064453125,3.05542254447937,2.0504634380340576,success
5,job_4,1024,1.5079271793365479,3.5879366397857666,2.0800094604492188,success
6,job_1,1024,0.0005686283111572266,2.0308635234832764,2.030294895172119,success
6,job_2,1024,0.5005757808685303,2.5606160163879395,2.060040235519409,success
6,job_3,1024,1.0008234977722168,3.048309564590454,2.0474860668182373,success
6,job_4,1024,1.5036110877990723,3.5782644748687744,2.074653387069702,success
7,job_1,1024,0.0004820823669433594,2.0329623222351074,2.032480239868164,success
7,job_2,1024,0.5007524490356445,2.5239861011505127,2.023233652114868,success
7,job_3,1024,1.0008442401885986,3.038113832473755,2.0372695922851562,success
7,job_4,1024,1.5009162425994873,3.5874569416046143,2.086540699005127,success
8,job_1,1024,0.0006034374237060547,2.0316972732543945,2.0310938358306885,success
8,job_2,1024,0.500596284866333,2.540480375289917,2.039884090423584,success
8,job_3,1024,1.0047342777252197,3.084714651107788,2.0799803733825684,success
8,job_4,1024,1.500945806503296,3.5906243324279785,2.0896785259246826,success
9,job_1,1024,0.00048232078552246094,2.032315254211426,2.0318329334259033,success
9,job_2,1024,0.5005950927734375,2.5331528186798096,2.032557725906372,success
9,job_3,1024,1.0007851123809814,3.0387179851531982,2.037932872772217,success
9,job_4,1024,1.5031311511993408,3.592630386352539,2.0894992351531982,success
10,job_1,1024,0.0005438327789306641,2.030627489089966,2.030083656311035,success
10,job_2,1024,0.5006182193756104,2.5617361068725586,2.0611178874969482,success
10,job_3,1024,1.000842809677124,3.0822341442108154,2.0813913345336914,success
10,job_4,1024,1.5009334087371826,3.584933042526245,2.0839996337890625,success
11,job_1,1024,0.0007407665252685547,2.031273603439331,2.0305328369140625,success
11,job_2,1024,0.500607967376709,2.5406320095062256,2.0400240421295166,success
11,job_3,1024,1.002610206604004,3.0556297302246094,2.0530195236206055,success
11,job_4,1024,1.5026097297668457,3.5873849391937256,2.08477520942688,success
