trial,workload_id,memory_mb,arrival_time,completion_time,turnaround_time,wait_time,status
0,job_1,1024,0.0,2.0095396041870117,2.0095396041870117,0.0,success
0,job_2,1024,0.0,4.025200843811035,4.025200843811035,2.0095396041870117,success
0,job_3,1024,0.0,6.0405778884887695,6.0405778884887695,4.025200843811035,success
0,job_4,1024,0.0,8.05586051940918,8.05586051940918,6.0405778884887695,success
1,job_1,1024,0.0,2.0163369178771973,2.0163369178771973,0.0,success
1,job_2,1024,0.0,4.030374526977539,4.030374526977539,2.0163369178771973,success
1,job_3,1024,0.0,6.044058084487915,6.044058084487915,4.030374526977539,success
1,job_4,1024,0.0,8.056871891021729,8.056871891021729,6.044058084487915,success
2,job_1,1024,0.0,2.0144803524017334,2.0144803524017334,0.0,success
2,job_2,1024,0.0,4.026831388473511,4.026831388473511,2.0144803524017334,success
2,job_3,1024,0.0,6.03717565536499,6.03717565536499,4.026831388473511,success
2,job_4,1024,0.0,8.047436237335205,8.047436237335205,6.03717565536499,success
3,job_1,1024,0.0,2.0101537704467773,2.0101537704467773,0.0,success
3,job_2,1024,0.0,4.02067756652832,4.02067756652832,2.0101537704467773,success
3,job_3,1024,0.0,6.033841371536255,6.033841371536255,4.02067756652832,success
3,job_4,1024,0.0,8.04460883140564,8.04460883140564,6.033841371536255,success
4,job_1,1024,0.0,2.0121493339538574,2.0121493339538574,0.0,success
4,job_2,1024,0.0,4.02377724647522,4.02377724647522,2.0121493339538574,success
4,job_3,1024,0.0,6.035494089126587,6.035494089126587,4.02377724647522,success
4,job_4,1024,0.0,8.050286769866943,8.050286769866943,6.035494089126587,success
5,job_1,1024,0.0,2.013495922088623,2.013495922088623,0.0,success
5,job_2,1024,0.0,4.026149272918701,4.026149272918701,2.013495922088623,success
5,job_3,1024,0.0,6.039149045944214,6.039149045944214,4.026149272918701,success
5,job_4,1024,0.0,8.052624464035034,8.052624464035034,6.039149045944214,success
6,job_1,1024,0.0,2.016805410385132,2.016805410385132,0.0,success
6,job_2,1024,0.0,4.031595945358276,4.031595945358276,2.016805410385132,success
6,job_3,1024,0.0,6.046082973480225,6.046082973480225,4.031595945358276,success
6,job_4,1024,0.0,8.060628652572632,8.060628652572632,6.046082973480225,success
7,job_1,1024,0.0,2.0156712532043457,2.0156712532043457,0.0,success
7,job_2,1024,0.0,4.032640218734741,4.032640218734741,2.0156712532043457,success
7,job_3,1024,0.0,6.0467047691345215,6.0467047691345215,4.032640218734741,success
7,job_4,1024,0.0,8.060761213302612,8.060761213302612,6.0467047691345215,success
8,job_1,1024,0.0,2.0153040885925293,2.0153040885925293,0.0,success
8,job_2,1024,0.0,4.029742240905762,4.029742240905762,2.0153040885925293,success
8,job_3,1024,0.0,6.044832706451416,6.044832706451416,4.029742240905762,success
8,job_4,1024,0.0,8.060400485992432,8.060400485992432,6.044832706451416,success
9,job_1,1024,0.0,2.0139904022216797,2.0139904022216797,0.0,success
9,job_2,1024,0.0,4.0277416706085205,4.0277416706085205,2.0139904022216797,success
9,job_3,1024,0.0,6.04147481918335,6.04147481918335,4.0277416706085205,success
9,job_4,1024,0.0,8.057067394256592,8.057067394256592,6.04147481918335,success
10,job_1,1024,0.0,2.0139737129211426,2.0139737129211426,0.0,success
10,job_2,1024,0.0,4.02702260017395,4.02702260017395,2.0139737129211426,success
10,job_3,1024,0.0,6.039960861206055,6.039960861206055,4.02702260017395,success
10,job_4,1024,0.0,8.05302381515503,8.05302381515503,6.039960861206055,success
11,job_1,1024,0.0,2.0150766372680664,2.0150766372680664,0.0,success
11,job_2,1024,0.0,4.0276079177856445,4.0276079177856445,2.0150766372680664,success
11,job_3,1024,0.0,6.040670156478882,6.040670156478882,4.0276079177856445,success
11,job_4,1024,0.0,8.053832292556763,8.053832292556763,6.040670156478882,success
